complaint_text,category,urgency
Customer service keeps transferring my call. Kindly look into it soon.,Customer Support,low
Faced an issue: My payment was deducted but the order didn’t go through. I need immediate assistance. It's very urgent.,Payment Issue,medium
The box contained something completely unrelated. It's quite frustrating.,Wrong Item,medium
Faced an issue: I was charged twice for the same transaction. Kindly look into it soon.,Payment Issue,medium
Having trouble because there are scratches and dents all over the product. i need immediate assistance. it's very urgent.,Product Damage,low
It seems like i can’t access my account despite entering the correct password. kindly look into it soon.,Account Issue,low
No one seems to take ownership of my complaint. I need immediate assistance. It's very urgent.,Customer Support,high
My profile details got changed without my knowledge. I need immediate assistance. It's very urgent.,Account Issue,low
I keep getting logged out every few minutes. It's quite frustrating.,Login Trouble,low
Faced an issue: The system keeps freezing when I try to upload my documents.,Technical Issue,low
Having trouble because my issue hasn’t been resolved for over a month.,Customer Support,medium
This is urgent. I’ve submitted multiple tickets but no one responds. Please resolve this ASAP. It's quite frustrating.,Customer Support,low
The delivery was promised within 3 days but it's been over a week.,Delivery Delay,high
I’m unable to update my email or phone number. I need immediate assistance. It's very urgent.,Account Issue,low
This is urgent. It says my account doesn't exist when I try to log in. Please resolve this ASAP.,Login Trouble,high
Faced an issue: The support team gave me incorrect information.,Service Issue,low
"My card was declined without any reason, even though it's active.",Payment Issue,high
I requested a refund but haven't received it yet. It's quite frustrating.,Payment Issue,high
I reset my password but still can’t access my account. Kindly look into it soon.,Login Trouble,low
This is urgent. Customer service keeps transferring my call. Please resolve this ASAP. It's quite frustrating.,Customer Support,low
It seems like the login page won’t load at all.,Login Trouble,low
"It seems like this is urgent. every time i reach out, i get a different answer. please resolve this asap.",Service Issue,low
The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent. It's quite frustrating.,Technical Issue,low
"My order slip is correct, but the item is wrong. Kindly look into it soon. It's quite frustrating.",Wrong Item,high
It seems like this is urgent. the login page won’t load at all. please resolve this asap.,Login Trouble,medium
I’ve submitted multiple tickets but no one responds.,Customer Support,medium
"Faced an issue: This is urgent. Every time I open the app, it crashes unexpectedly. Please resolve this ASAP.",Technical Issue,high
"Every time I reach out, I get a different answer. Kindly look into it soon. It's quite frustrating.",Service Issue,low
It seems like it looks like the product was previously used. kindly look into it soon.,Product Damage,medium
Having trouble because my profile details got changed without my knowledge. kindly look into it soon.,Account Issue,medium
"Having trouble because every time i open the app, it crashes unexpectedly. i need immediate assistance. it's very urgent.",Technical Issue,low
"It seems like instead of a phone, i got a pair of headphones.",Wrong Item,high
Having trouble because this is urgent. the item arrived broken and unusable. please resolve this asap.,Product Damage,high
"Having trouble because my order slip is correct, but the item is wrong.",Wrong Item,low
I received a different color and size than what I ordered. I need immediate assistance. It's very urgent.,Wrong Item,high
The application closes automatically after I open it.,App Bug,medium
"Having trouble because every time i open the app, it crashes unexpectedly. i need immediate assistance. it's very urgent.",Technical Issue,low
Faced an issue: This is urgent. The screen is cracked right out of the box. Please resolve this ASAP.,Product Damage,medium
Customer service keeps transferring my call.,Customer Support,low
It seems like the support team gave me incorrect information.,Service Issue,low
It seems like my payment was deducted but the order didn’t go through. kindly look into it soon.,Payment Issue,low
There are unauthorized activities showing up in my account. Kindly look into it soon.,Account Issue,medium
This is not the product I paid for. Kindly look into it soon.,Wrong Item,medium
This is urgent. The item is stuck in transit and no one is helping. Please resolve this ASAP.,Delivery Delay,high
The item is stuck in transit and no one is helping. Kindly look into it soon.,Delivery Delay,medium
It seems like this is urgent. i keep getting logged out every few minutes. please resolve this asap.,Login Trouble,high
Faced an issue: This is urgent. It says my account doesn't exist when I try to log in. Please resolve this ASAP.,Login Trouble,high
The screen is cracked right out of the box. Kindly look into it soon.,Product Damage,medium
I was charged twice for the same transaction. I need immediate assistance. It's very urgent.,Payment Issue,medium
I was charged twice for the same transaction. Kindly look into it soon.,Payment Issue,high
I’ve submitted multiple tickets but no one responds. I need immediate assistance. It's very urgent.,Customer Support,high
Faced an issue: There’s no tracking update for my order. I need immediate assistance. It's very urgent.,Delivery Delay,high
This is urgent. No one seems to take ownership of my complaint. Please resolve this ASAP. It's quite frustrating.,Customer Support,medium
Having trouble because the payment gateway shows an error every time i try to pay. i need immediate assistance. it's very urgent.,Payment Issue,high
The item arrived broken and unusable.,Product Damage,medium
Having trouble because this is urgent. my profile details got changed without my knowledge. please resolve this asap.,Account Issue,high
Having trouble because this is urgent. there are unauthorized activities showing up in my account. please resolve this asap.,Account Issue,medium
It seems like it says my account doesn't exist when i try to log in.,Login Trouble,high
I keep getting logged out every few minutes.,Login Trouble,high
It seems like the app closes automatically after i open it. i need immediate assistance. it's very urgent.,App Bug,high
This is urgent. The representative was rude and unhelpful. Please resolve this ASAP. It's quite frustrating.,Service Issue,low
It says my account doesn't exist when I try to log in. Kindly look into it soon.,Login Trouble,medium
"Having trouble because every time i open the app, it crashes unexpectedly. i need immediate assistance. it's very urgent.",Technical Issue,low
The box contained something completely unrelated. Kindly look into it soon. It's quite frustrating.,Wrong Item,low
I can’t update the application from the store. I need immediate assistance. It's very urgent.,App Bug,medium
This is urgent. My two-factor authentication code never arrives. Please resolve this ASAP.,Login Trouble,low
Having trouble because there’s no tracking update for my order. kindly look into it soon.,Delivery Delay,medium
Faced an issue: I keep getting logged out every few minutes.,Login Trouble,low
The representative was rude and unhelpful. I need immediate assistance. It's very urgent.,Service Issue,medium
Faced an issue: The website isn’t responding when I click on certain links. Kindly look into it soon.,Technical Issue,low
The app layout is broken on my phone.,App Bug,medium
It seems like i keep getting logged out every few minutes.,Login Trouble,low
The payment gateway shows an error every time I try to pay.,Payment Issue,low
It seems like i requested a refund but haven't received it yet. kindly look into it soon.,Payment Issue,high
Customer service keeps transferring my call. Kindly look into it soon.,Customer Support,medium
This is urgent. I’ve submitted multiple tickets but no one responds. Please resolve this ASAP. It's quite frustrating.,Customer Support,medium
Faced an issue: This is urgent. The item arrived broken and unusable. Please resolve this ASAP.,Product Damage,high
It seems like i received a different color and size than what i ordered.,Wrong Item,low
The delivery was promised within 3 days but it's been over a week. Kindly look into it soon.,Delivery Delay,low
Customer service keeps transferring my call. Kindly look into it soon. It's quite frustrating.,Customer Support,low
Having trouble because i keep getting logged out every few minutes. i need immediate assistance. it's very urgent.,Login Trouble,high
It seems like i’ve submitted multiple tickets but no one responds. kindly look into it soon.,Customer Support,low
The app closes automatically after I open it. Kindly look into it soon. It's quite frustrating.,App Bug,high
Having trouble because this is urgent. i waited the whole day but the delivery never happened. please resolve this asap.,Delivery Delay,medium
This is not the product I paid for. Kindly look into it soon.,Wrong Item,low
They keep closing my ticket without a resolution. Kindly look into it soon.,Customer Support,medium
Having trouble because this is urgent. there are scratches and dents all over the product. please resolve this asap.,Product Damage,high
Faced an issue: This is urgent. I reset my password but still can’t access my account. Please resolve this ASAP.,Login Trouble,medium
My account was suspended without any notification. Kindly look into it soon.,Account Issue,high
The website isn’t responding when I click on certain links. It's quite frustrating.,Technical Issue,high
The payment gateway shows an error every time I try to pay. I need immediate assistance. It's very urgent.,Payment Issue,medium
The screen is cracked right out of the box. Kindly look into it soon.,Product Damage,low
It seems like the item arrived broken and unusable. i need immediate assistance. it's very urgent.,Product Damage,low
Faced an issue: This is urgent. The support team gave me incorrect information. Please resolve this ASAP.,Service Issue,medium
This is urgent. It says my account doesn't exist when I try to log in. Please resolve this ASAP.,Login Trouble,high
This is urgent. Technical support hasn’t resolved my issue after multiple attempts. Please resolve this ASAP.,Technical Issue,medium
Faced an issue: I’m unable to update my email or phone number.,Account Issue,low
"My order slip is correct, but the item is wrong. I need immediate assistance. It's very urgent.",Wrong Item,low
Having trouble because this is not the product i paid for. kindly look into it soon.,Wrong Item,high
It seems like this is urgent. the website isn’t responding when i click on certain links. please resolve this asap.,Technical Issue,low
"Having trouble because every time i open the app, it crashes unexpectedly. i need immediate assistance. it's very urgent.",Technical Issue,medium
The system keeps freezing when I try to upload my documents.,Technical Issue,low
The packaging was torn and the contents were damaged. I need immediate assistance. It's very urgent. It's quite frustrating.,Product Damage,high
Faced an issue: My payment was deducted but the order didn’t go through. Kindly look into it soon.,Payment Issue,low
This is urgent. The support team gave me incorrect information. Please resolve this ASAP. It's quite frustrating.,Service Issue,medium
It seems like there’s no tracking update for my order. kindly look into it soon.,Delivery Delay,medium
Faced an issue: This is urgent. The resolution time is way too long for such a basic issue. Please resolve this ASAP.,Service Issue,low
My account was suspended without any notification. Kindly look into it soon. It's quite frustrating.,Account Issue,high
It seems like the login page won’t load at all. i need immediate assistance. it's very urgent.,Login Trouble,medium
It seems like the item arrived broken and unusable. i need immediate assistance. it's very urgent.,Product Damage,low
It seems like this is urgent. no one seems to take ownership of my complaint. please resolve this asap.,Customer Support,medium
My two-factor authentication code never arrives. I need immediate assistance. It's very urgent.,Login Trouble,high
Some buttons don’t respond when tapped. I need immediate assistance. It's very urgent.,App Bug,low
I can’t access my account despite entering the correct password. I need immediate assistance. It's very urgent.,Account Issue,medium
I can’t access my account despite entering the correct password. I need immediate assistance. It's very urgent.,Account Issue,medium
It seems like the website isn’t responding when i click on certain links.,Technical Issue,medium
Faced an issue: My two-factor authentication code never arrives. I need immediate assistance. It's very urgent.,Login Trouble,medium
Having trouble because it says my account doesn't exist when i try to log in. kindly look into it soon.,Login Trouble,high
This is urgent. My two-factor authentication code never arrives. Please resolve this ASAP.,Login Trouble,high
Having trouble because my package is marked as shipped but hasn’t arrived for over a week.,Delivery Delay,high
Having trouble because no one seems to take ownership of my complaint. i need immediate assistance. it's very urgent.,Customer Support,medium
The screen is cracked right out of the box. Kindly look into it soon.,Product Damage,medium
No one seems to take ownership of my complaint. Kindly look into it soon. It's quite frustrating.,Customer Support,medium
I can’t update the app from the store. Kindly look into it soon. It's quite frustrating.,App Bug,high
The application layout is broken on my phone. Kindly look into it soon.,App Bug,medium
Faced an issue: My two-factor authentication code never arrives.,Login Trouble,high
I'm facing constant glitches while navigating the dashboard. I need immediate assistance. It's very urgent.,Technical Issue,high
Having trouble because this is urgent. the representative was rude and unhelpful. please resolve this asap.,Service Issue,low
The website isn’t responding when I click on certain links. I need immediate assistance. It's very urgent.,Technical Issue,high
This is urgent. The delivery was promised within 3 days but it's been over a week. Please resolve this ASAP.,Delivery Delay,low
"Faced an issue: My card was declined without any reason, even though it's active. Kindly look into it soon.",Payment Issue,high
"Faced an issue: This is urgent. Instead of a phone, I got a pair of headphones. Please resolve this ASAP.",Wrong Item,medium
I’ve submitted multiple tickets but no one responds. Kindly look into it soon. It's quite frustrating.,Customer Support,low
Faced an issue: Push notifications are not working properly. Kindly look into it soon.,App Bug,high
My two-factor authentication code never arrives. I need immediate assistance. It's very urgent. It's quite frustrating.,Login Trouble,low
I reset my password but still can’t access my account.,Login Trouble,low
Faced an issue: I reset my password but still can’t access my account. Kindly look into it soon.,Login Trouble,low
Having trouble because some buttons don’t respond when tapped. kindly look into it soon.,App Bug,medium
It seems like the app layout is broken on my phone. kindly look into it soon.,App Bug,high
"Faced an issue: This is urgent. Every time I open the app, it crashes unexpectedly. Please resolve this ASAP.",Technical Issue,high
The login page won’t load at all. Kindly look into it soon.,Login Trouble,low
It seems like this is urgent. the payment gateway shows an error every time i try to pay. please resolve this asap.,Payment Issue,high
Faced an issue: There’s no tracking update for my order. Kindly look into it soon.,Delivery Delay,high
Having trouble because this is urgent. the login page won’t load at all. please resolve this asap.,Login Trouble,low
The representative was rude and unhelpful. I need immediate assistance. It's very urgent.,Service Issue,low
Faced an issue: The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,medium
It seems like some buttons don’t respond when tapped. i need immediate assistance. it's very urgent.,App Bug,high
The representative was rude and unhelpful. It's quite frustrating.,Service Issue,low
Having trouble because there are scratches and dents all over the product. i need immediate assistance. it's very urgent.,Product Damage,high
The delivery was promised within 3 days but it's been over a week. I need immediate assistance. It's very urgent. It's quite frustrating.,Delivery Delay,medium
This is urgent. I can’t access my account despite entering the correct password. Please resolve this ASAP. It's quite frustrating.,Account Issue,high
The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,medium
I waited the whole day but the delivery never happened. I need immediate assistance. It's very urgent.,Delivery Delay,medium
Faced an issue: It says my account doesn't exist when I try to log in. Kindly look into it soon.,Login Trouble,medium
Faced an issue: This is urgent. The system keeps freezing when I try to upload my documents. Please resolve this ASAP.,Technical Issue,low
Some buttons don’t respond when tapplicationed.,App Bug,low
"It seems like every time i reach out, i get a different answer. kindly look into it soon.",Service Issue,high
It seems like my profile details got changed without my knowledge. i need immediate assistance. it's very urgent.,Account Issue,low
Some buttons don’t respond when tapplicationed. Kindly look into it soon.,App Bug,high
Faced an issue: There’s no tracking update for my order.,Delivery Delay,low
The support team gave me incorrect information. It's quite frustrating.,Service Issue,high
"It seems like every time i reach out, i get a different answer. i need immediate assistance. it's very urgent.",Service Issue,medium
Faced an issue: The screen is cracked right out of the box. I need immediate assistance. It's very urgent.,Product Damage,low
It seems like i can’t update the app from the store. kindly look into it soon.,App Bug,medium
The resolution time is way too long for such a basic issue. It's quite frustrating.,Service Issue,low
Faced an issue: I was charged twice for the same transaction. Kindly look into it soon.,Payment Issue,low
The app layout is broken on my phone.,App Bug,low
My two-factor authentication code never arrives. I need immediate assistance. It's very urgent.,Login Trouble,high
I received a different color and size than what I ordered. I need immediate assistance. It's very urgent.,Wrong Item,low
I keep getting logged out every few minutes. Kindly look into it soon. It's quite frustrating.,Login Trouble,low
No one seems to take ownership of my complaint.,Customer Support,high
The login page won’t load at all. Kindly look into it soon.,Login Trouble,high
This is urgent. The representative was rude and unhelpful. Please resolve this ASAP.,Service Issue,medium
It seems like the resolution time is way too long for such a basic issue.,Service Issue,high
Some buttons don’t respond when tapped.,App Bug,low
I requested a refund but haven't received it yet. I need immediate assistance. It's very urgent.,Payment Issue,low
Having trouble because the delivery was promised within 3 days but it's been over a week. kindly look into it soon.,Delivery Delay,medium
My profile details got changed without my knowledge. It's quite frustrating.,Account Issue,high
The resolution time is way too long for such a basic issue. I need immediate assistance. It's very urgent.,Service Issue,high
This is urgent. I keep getting logged out every few minutes. Please resolve this ASAP.,Login Trouble,medium
"Every time I reach out, I get a different answer. Kindly look into it soon.",Service Issue,high
Having trouble because some buttons don’t respond when tapped. kindly look into it soon.,App Bug,high
"My order slip is correct, but the item is wrong. I need immediate assistance. It's very urgent.",Wrong Item,medium
This is urgent. This is not the product I paid for. Please resolve this ASAP.,Wrong Item,medium
I was charged twice for the same transaction. I need immediate assistance. It's very urgent.,Payment Issue,low
The support team gave me incorrect information.,Service Issue,medium
The system keeps freezing when I try to upload my documents. I need immediate assistance. It's very urgent.,Technical Issue,high
"Instead of a phone, I got a pair of headphones. I need immediate assistance. It's very urgent.",Wrong Item,high
"This is urgent. Every time I open the application, it crashes unexpectedly. Please resolve this ASAP.",Technical Issue,low
This is urgent. The application closes automatically after I open it. Please resolve this ASAP.,App Bug,low
Faced an issue: The delivery was promised within 3 days but it's been over a week. Kindly look into it soon.,Delivery Delay,medium
The support team gave me incorrect information.,Service Issue,high
I had to wait for 40 minutes to talk to someone. I need immediate assistance. It's very urgent.,Service Issue,medium
Having trouble because the screen is cracked right out of the box. i need immediate assistance. it's very urgent.,Product Damage,medium
The app layout is broken on my phone.,App Bug,high
This is urgent. The webwebsite isn’t responding when I click on certain links. Please resolve this ASAP.,Technical Issue,high
It seems like they keep closing my ticket without a resolution. i need immediate assistance. it's very urgent.,Customer Support,medium
I can’t access my account despite entering the correct password. Kindly look into it soon.,Account Issue,low
It says my account doesn't exist when I try to log in.,Login Trouble,low
The login page won’t load at all. I need immediate assistance. It's very urgent.,Login Trouble,medium
It seems like the app layout is broken on my phone.,App Bug,low
This is urgent. The representative was rude and unhelpful. Please resolve this ASAP.,Service Issue,low
I had to wait for 40 minutes to talk to someone. I need immediate assistance. It's very urgent.,Service Issue,high
Having trouble because they keep closing my ticket without a resolution. kindly look into it soon.,Customer Support,medium
The app layout is broken on my phone. Kindly look into it soon. It's quite frustrating.,App Bug,low
Faced an issue: Push notifications are not working properly. Kindly look into it soon.,App Bug,low
Having trouble because the payment gateway shows an error every time i try to pay.,Payment Issue,medium
Having trouble because the screen is cracked right out of the box. kindly look into it soon.,Product Damage,high
This is urgent. My account was suspended without any notification. Please resolve this ASAP. It's quite frustrating.,Account Issue,low
The box contained something completely unrelated. It's quite frustrating.,Wrong Item,low
"Every time I open the app, it stops working unexpectedly.",Technical Issue,medium
Technical support hasn’t resolved my issue after multiple attempts. Kindly look into it soon. It's quite frustrating.,Technical Issue,medium
It seems like i’ve submitted multiple tickets but no one responds. kindly look into it soon.,Customer Support,medium
It seems like this is urgent. customer service keeps transferring my call. please resolve this asap.,Customer Support,medium
My payment was deducted but the order didn’t go through.,Payment Issue,medium
My issue hasn’t been resolved for over a month. Kindly look into it soon.,Customer Support,medium
I had to wait for 40 minutes to talk to someone. Kindly look into it soon.,Service Issue,high
It seems like customer service keeps transferring my call. kindly look into it soon.,Customer Support,medium
This is urgent. I reset my password but still can’t access my account. Please resolve this ASAP.,Login Trouble,high
Faced an issue: My package is marked as shipped but hasn’t arrived for over a week. Kindly look into it soon.,Delivery Delay,high
I had to wait for 40 minutes to talk to someone.,Service Issue,low
This is urgent. Some buttons don’t respond when tapplicationed. Please resolve this ASAP.,App Bug,medium
"It seems like instead of a phone, i got a pair of headphones. i need immediate assistance. it's very urgent.",Wrong Item,medium
Faced an issue: This is urgent. There are unauthorized activities showing up in my account. Please resolve this ASAP.,Account Issue,low
I was charged twice for the same transaction. I need immediate assistance. It's very urgent. It's quite frustrating.,Payment Issue,low
The item arrived broken and unusable. Kindly look into it soon.,Product Damage,low
Having trouble because push notifications are not working properly. kindly look into it soon.,App Bug,medium
Having trouble because i can’t update the app from the store. kindly look into it soon.,App Bug,medium
It seems like this is not the product i paid for. kindly look into it soon.,Wrong Item,high
My profile details got changed without my knowledge. Kindly look into it soon. It's quite frustrating.,Account Issue,high
The webwebsite isn’t responding when I click on certain links. I need immediate assistance. It's very urgent.,Technical Issue,low
I requested a refund but haven't received it yet. I need immediate assistance. It's very urgent. It's quite frustrating.,Payment Issue,high
Having trouble because i had to wait for 40 minutes to talk to someone. i need immediate assistance. it's very urgent.,Service Issue,high
"Having trouble because every time i open the app, it crashes unexpectedly. i need immediate assistance. it's very urgent.",Technical Issue,low
It seems like the app layout is broken on my phone. i need immediate assistance. it's very urgent.,App Bug,low
Faced an issue: The screen is cracked right out of the box. Kindly look into it soon.,Product Damage,high
Having trouble because this is urgent. my package is marked as shipped but hasn’t arrived for over a week. please resolve this asap.,Delivery Delay,low
Faced an issue: I can’t update the app from the store.,App Bug,high
"My card was declined without any reason, even though it's active. I need immediate assistance. It's very urgent.",Payment Issue,medium
Having trouble because i'm facing constant glitches while navigating the dashboard. i need immediate assistance. it's very urgent.,Technical Issue,high
Having trouble because i’m unable to update my email or phone number.,Account Issue,high
Having trouble because i can’t update the app from the store.,App Bug,high
This is urgent. The login page won’t load at all. Please resolve this ASAP.,Login Trouble,low
Having trouble because this is urgent. it looks like the product was previously used. please resolve this asap.,Product Damage,low
Faced an issue: The app closes automatically after I open it. Kindly look into it soon.,App Bug,low
Faced an issue: Some buttons don’t respond when tapped.,App Bug,low
It seems like i keep getting logged out every few minutes. kindly look into it soon.,Login Trouble,low
Having trouble because i waited the whole day but the delivery never happened.,Delivery Delay,high
Having trouble because i had to wait for 40 minutes to talk to someone. kindly look into it soon.,Service Issue,high
The resolution time is way too long for such a basic issue. Kindly look into it soon. It's quite frustrating.,Service Issue,high
It seems like this is urgent. the website isn’t responding when i click on certain links. please resolve this asap.,Technical Issue,medium
Having trouble because some buttons don’t respond when tapped. i need immediate assistance. it's very urgent.,App Bug,medium
Faced an issue: This is urgent. There are unauthorized activities showing up in my account. Please resolve this ASAP.,Account Issue,high
This is urgent. There’s no tracking update for my order. Please resolve this ASAP.,Delivery Delay,high
Having trouble because the login page won’t load at all.,Login Trouble,high
Faced an issue: They keep closing my ticket without a resolution. Kindly look into it soon.,Customer Support,medium
I had to wait for 40 minutes to talk to someone.,Service Issue,medium
"Every time I open the app, it crashes unexpectedly. I need immediate assistance. It's very urgent.",Technical Issue,high
Having trouble because this is urgent. the app layout is broken on my phone. please resolve this asap.,App Bug,medium
This is not the product I paid for.,Wrong Item,medium
Faced an issue: This is urgent. The screen is cracked right out of the box. Please resolve this ASAP.,Product Damage,low
It seems like the payment gateway shows an error every time i try to pay. kindly look into it soon.,Payment Issue,medium
This is urgent. The app closes automatically after I open it. Please resolve this ASAP.,App Bug,low
It seems like customer service keeps transferring my call.,Customer Support,high
The box contained something completely unrelated. I need immediate assistance. It's very urgent.,Wrong Item,high
Faced an issue: I’m unable to update my email or phone number. Kindly look into it soon.,Account Issue,high
The item is stuck in transit and no one is helping. Kindly look into it soon.,Delivery Delay,medium
"My order slip is correct, but the item is wrong. It's quite frustrating.",Wrong Item,low
Having trouble because the item is stuck in transit and no one is helping.,Delivery Delay,medium
I’ve submitted multiple tickets but no one responds. I need immediate assistance. It's very urgent. It's quite frustrating.,Customer Support,medium
It seems like the item arrived broken and unusable.,Product Damage,medium
This is urgent. The delivery was promised within 3 days but it's been over a week. Please resolve this ASAP. It's quite frustrating.,Delivery Delay,medium
Having trouble because i requested a refund but haven't received it yet. kindly look into it soon.,Payment Issue,low
The login page won’t load at all.,Login Trouble,low
Having trouble because it looks like the product was previously used.,Product Damage,medium
Having trouble because i had to wait for 40 minutes to talk to someone.,Service Issue,low
"Every time I reach out, I get a different answer.",Service Issue,high
It seems like this is urgent. the payment gateway shows an error every time i try to pay. please resolve this asap.,Payment Issue,high
Faced an issue: My two-factor authentication code never arrives. Kindly look into it soon.,Login Trouble,low
This is urgent. No one seems to take ownership of my complaint. Please resolve this ASAP.,Customer Support,high
Faced an issue: My profile details got changed without my knowledge. Kindly look into it soon.,Account Issue,low
It seems like i'm facing constant glitches while navigating the dashboard. i need immediate assistance. it's very urgent.,Technical Issue,low
Faced an issue: The item arrived broken and unusable.,Product Damage,low
Faced an issue: The website isn’t responding when I click on certain links.,Technical Issue,high
"Every time I open the app, it crashes unexpectedly. Kindly look into it soon. It's quite frustrating.",Technical Issue,high
Some buttons don’t respond when tapped. I need immediate assistance. It's very urgent.,App Bug,medium
It seems like my payment was deducted but the order didn’t go through.,Payment Issue,medium
Faced an issue: I requested a refund but haven't received it yet. Kindly look into it soon.,Payment Issue,low
"Having trouble because this is urgent. every time i open the app, it crashes unexpectedly. please resolve this asap.",Technical Issue,medium
Faced an issue: I reset my password but still can’t access my account.,Login Trouble,medium
Having trouble because there’s no tracking update for my order.,Delivery Delay,low
Faced an issue: I’ve submitted multiple tickets but no one responds.,Customer Support,low
It seems like this is urgent. this is not the product i paid for. please resolve this asap.,Wrong Item,medium
The login page won’t load at all. Kindly look into it soon.,Login Trouble,medium
My issue hasn’t been resolved for over a month. It's quite frustrating.,Customer Support,low
It seems like the delivery was promised within 3 days but it's been over a week. i need immediate assistance. it's very urgent.,Delivery Delay,high
Having trouble because the resolution time is way too long for such a basic issue.,Service Issue,high
It seems like this is urgent. the support team gave me incorrect information. please resolve this asap.,Service Issue,high
"This is urgent. Every time I reach out, I get a different answer. Please resolve this ASAP.",Service Issue,low
Having trouble because i’ve submitted multiple tickets but no one responds.,Customer Support,high
The box contained something completely unrelated. Kindly look into it soon.,Wrong Item,high
This is urgent. The support team gave me incorrect information. Please resolve this ASAP.,Service Issue,low
It seems like the packaging was torn and the contents were damaged.,Product Damage,low
Having trouble because this is urgent. i can’t access my account despite entering the correct password. please resolve this asap.,Account Issue,high
This is urgent. It says my account doesn't exist when I try to log in. Please resolve this ASAP. It's quite frustrating.,Login Trouble,medium
Having trouble because i requested a refund but haven't received it yet. i need immediate assistance. it's very urgent.,Payment Issue,high
There’s no tracking update for my order. I need immediate assistance. It's very urgent.,Delivery Delay,medium
Faced an issue: Some buttons don’t respond when tapped. Kindly look into it soon.,App Bug,medium
The delivery was promised within 3 days but it's been over a week. Kindly look into it soon.,Delivery Delay,low
Customer service keeps transferring my call. I need immediate assistance. It's very urgent. It's quite frustrating.,Customer Support,medium
Having trouble because i was charged twice for the same transaction.,Payment Issue,low
"Faced an issue: This is urgent. Every time I reach out, I get a different answer. Please resolve this ASAP.",Service Issue,low
This is urgent. I can’t update the app from the store. Please resolve this ASAP. It's quite frustrating.,App Bug,medium
It seems like this is urgent. this is not the product i paid for. please resolve this asap.,Wrong Item,high
"Having trouble because instead of a phone, i got a pair of headphones. i need immediate assistance. it's very urgent.",Wrong Item,high
This is urgent. My issue hasn’t been resolved for over a month. Please resolve this ASAP.,Customer Support,medium
Faced an issue: The screen is cracked right out of the box. Kindly look into it soon.,Product Damage,medium
Faced an issue: It says my account doesn't exist when I try to log in.,Login Trouble,low
I was charged twice for the same transaction. Kindly look into it soon. It's quite frustrating.,Payment Issue,medium
Having trouble because i’ve submitted multiple tickets but no one responds. i need immediate assistance. it's very urgent.,Customer Support,medium
It seems like i’m unable to update my email or phone number.,Account Issue,high
Customer service keeps transferring my call.,Customer Support,high
The login page won’t load at all. It's quite frustrating.,Login Trouble,low
It seems like this is urgent. my payment was deducted but the order didn’t go through. please resolve this asap.,Payment Issue,low
The screen is cracked right out of the box. I need immediate assistance. It's very urgent. It's quite frustrating.,Product Damage,low
Faced an issue: This is urgent. I requested a refund but haven't received it yet. Please resolve this ASAP.,Payment Issue,medium
The app layout is broken on my phone.,App Bug,low
It seems like i’m unable to update my email or phone number. kindly look into it soon.,Account Issue,medium
This is urgent. Technical support hasn’t resolved my issue after multiple attempts. Please resolve this ASAP.,Technical Issue,high
It seems like the app layout is broken on my phone.,App Bug,low
I reset my password but still can’t access my account. Kindly look into it soon.,Login Trouble,high
This is urgent. The support team gave me incorrect information. Please resolve this ASAP.,Service Issue,high
The login page won’t load at all. It's quite frustrating.,Login Trouble,high
This is urgent. The box contained something completely unrelated. Please resolve this ASAP.,Wrong Item,low
The representative was rude and unhelpful. Kindly look into it soon.,Service Issue,medium
"Having trouble because instead of a phone, i got a pair of headphones. kindly look into it soon.",Wrong Item,high
The packaging was torn and the contents were damaged. Kindly look into it soon.,Product Damage,medium
Push notifications are not working properly. Kindly look into it soon.,App Bug,medium
Having trouble because my issue hasn’t been resolved for over a month. kindly look into it soon.,Customer Support,medium
The support team gave me incorrect information.,Service Issue,high
The login page won’t load at all.,Login Trouble,medium
Having trouble because this is urgent. it looks like the product was previously used. please resolve this asap.,Product Damage,low
Faced an issue: There are scratches and dents all over the product. Kindly look into it soon.,Product Damage,low
Having trouble because some buttons don’t respond when tapped. kindly look into it soon.,App Bug,high
Having trouble because i can’t access my account despite entering the correct password.,Account Issue,low
I requested a refund but haven't received it yet. Kindly look into it soon.,Payment Issue,low
My payment was deducted but the order didn’t go through. I need immediate assistance. It's very urgent.,Payment Issue,low
Having trouble because i waited the whole day but the delivery never happened. kindly look into it soon.,Delivery Delay,medium
Faced an issue: I can’t update the app from the store. I need immediate assistance. It's very urgent.,App Bug,medium
Having trouble because this is urgent. the item arrived broken and unusable. please resolve this asap.,Product Damage,medium
Some buttons don’t respond when tapplicationed.,App Bug,low
Faced an issue: The representative was rude and unhelpful. I need immediate assistance. It's very urgent.,Service Issue,medium
This is urgent. I can’t update the app from the store. Please resolve this ASAP. It's quite frustrating.,App Bug,low
"This is urgent. Every time I reach out, I get a different answer. Please resolve this ASAP.",Service Issue,high
Faced an issue: This is urgent. The box contained something completely unrelated. Please resolve this ASAP.,Wrong Item,medium
This is urgent. No one seems to take ownership of my complaint. Please resolve this ASAP.,Customer Support,high
"Every time I reach out, I get a different answer. It's quite frustrating.",Service Issue,high
My profile details got changed without my knowledge. Kindly look into it soon.,Account Issue,high
I'm facing constant glitches while navigating the dashboard. Kindly look into it soon.,Technical Issue,high
